issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible
0120-4874,0123-2576,2357-6308,medicina general interna clinica ciencias medicas salud c,education q4 medical laboratory technology medicine miscellaneous health professions social sciences clinical nursing adult children s women,8,17,1448.6,EUR,1564.49,1.08,4117.08,observado,True
0121-0793,,2011-7965,medicina clinica ciencias medicas salud c,,6,0,,,,,,,False
0124-8693,2603-8366,2539-0554,economia negocios ciencias sociales c tendencias sociologia,sociology trends politics social sciences communication changes general,7,8,,,,,,,False
1909-3063,2215-4582,1909-7743,ciencias politicas sociales c,political science relations,4,3,,,,,,,False
1657-9534,0120-8322,1657-9534,medicina clinica ciencias medicas salud b colombia medica education training educational special aspects theory practice,medicine miscellaneous q4,15,3,300.0,EUR,324.0,1.08,852.63,observado,True
0120-3584,2618-3137,1900-7760,economia negocios ciencias sociales a2 desarrollo sociedad,communication sciences social work labor relations humanities sociology general,7,9,,,,,,,False
2216-0159,2462-8603,2462-8603,ciencias educacion sociales b,,4,0,2380.0,EUR,2570.4,1.08,6764.21,observado,True
2215-8944,2145-4493,2215-8944,derecho ciencias sociales b academia universidad catolica santisima concepcion,law q4 social sciences legal jurisprudence history public private,9,9,2331.51,EUR,2518.03,1.08,6626.39,observado,True
2215-9185,2531-1654,2215-9185,odontologia cirugia oral medicina clinica ciencias medicas salud c,ces odontologia spanish english translation literature linguistics anglo language,9,9,,,,,,,False
1900-9178,1850-2067,1900-9178,ingenieria ambiental tecnologia c,crop science soil plant nutrition environmental sustainable agriculture,4,8,60.0,USD,60.0,1.0,157.89,declarado,True
0123-4986,1988-8295,2256-5493,trabajo social sociologia ciencias sociales c,trabajo social work services intervention politics sciences history conditions problems reform general,6,12,267.75,EUR,289.17,1.08,760.97,observado,True
1692-7257,1657-0448,1692-7257,ingenierias electrica electronica informatica ingenieria tecnologia b,dermatology q4 surgery medicine technology general,7,6,,,,,,,False
0122-2066,2469-0732,2145-8499,historia arqueologia humanidades c anuario regional fronteras history didactics general europe america latin spanish,,14,0,1878.22,EUR,2028.48,1.08,5338.11,observado,True
2011-4532,,2463-1469,sociologia ciencias sociales c,,4,0,1702.2,EUR,1838.38,1.08,4837.84,observado,True
0124-7913,0718-3607,2027-145X,arquitectura urbanismo arte humanidades a2,fine arts architecture social sciences communities classes races urban groups city sociology,5,12,661.3,EUR,714.2,1.08,1879.47,observado,True
0120-8454,2386-8066,2145-9169,otras humanidades b,,3,0,2258.19,EUR,2438.85,1.08,6418.03,observado,True
2011-7531,0120-5552,2011-7531,ciencias salud medicas c uninorte,medicine miscellaneous q4 public health occupational education nursing aspects,5,9,,,,,,,False
1692-2522,2227-1465,2248-4086,medios comunicacion social periodismo comunicaciones ciencias sociales c anagramas rumbos sentidos language literature philology linguistics communication mass media general journalism periodical press etc,communication journalism humanities,23,3,,,,,,,False
2216-0353,2216-0388,2216-0388,otras ingenierias tecnologias ingenieria tecnologia c,education social sciences technology engineering science general,6,7,,,,,,,False
0122-4409,2171-6315,0122-4409,ciencias politicas sociales c,papel politico ap online public archaeology cultural heritage popular culture archaeological theory auxiliary sciences history,4,15,,,,,,,False
1012-8255,0719-6318,1012-8255,otras humanidades c academia latinoamericana administracion,philosophy social sciences humanities general works history scholarship learning,6,9,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0121-8123,1657-0448,2027-9000,reumatologia medicina clinica ciencias medicas salud c,dermatology q4 surgery medicine colombiana reumatologia logi scientific transport logistics warehousing handling vehicle sustainability technology engineering general civil transportation,7,19,150.0,EUR,162.0,1.08,426.32,declarado,True
2215-9177,0123-2576,2215-9177,medicina clinica ciencias medicas salud c,education q4 medical laboratory technology medicine miscellaneous health professions social sciences ces medicina experimental clinical surgery oncology public general,6,19,1448.6,EUR,1564.49,1.08,4117.08,observado,True
0123-885X,0123-885X,1900-5180,sociologia ciencias sociales a1 estudios economic conditions development food,cultural q1 history arts humanities miscellaneous q2 gender social sciences sociology political science q3 technology home economics nutrition foods food supply general,9,22,,,,,,,False
0120-4823,2660-6070,2027-2731,periodismo comunicaciones ciencias sociales b,philosophy humanities political thought social sciences education,5,7,,,,,,,False
2145-5147,2145-5147,2145-5147,negocios management economia ciencias sociales b desarrollo gerencial facultad economicas administrativas contables,innovation entrepreneurship leadership management human capital social sciences commerce business finance,12,11,,,,,,,False
1794-6638,2447-3855,2619-4066,derecho ciencias sociales c,rights human social justice law,4,5,1410.32,EUR,1523.15,1.08,4008.29,observado,True
0122-7238,2386-3846,2256-5248,otras humanidades b,,3,0,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0123-3122,2309-9062,2027-5382,biotecnologia relacionada con salud ciencias medicas c persona bioetica philosophy psychology religion,psychology health personality culture,12,4,,,,,,,False
0121-7550,0121-7550,2539-4762,sociologia ciencias sociales b nomadas magister analisis sistemico aplicado sociedad geography anthropology recreation,cultural q3 philosophy anthropology q4 education psychology miscellaneous social sciences arts humanities sociology latin america,13,15,,,,,,,False
2011-3757,1970-7452,2145-0706,arte humanidades c,,3,0,,,,,,,False
0123-9155,0123-9155,1909-9711,psicologia ciencias sociales c colombiana philosophy psychology religion,psychiatry mental health q3 psychology miscellaneous medicine behavioral sciences clinical occupational educational social psychosocial,8,14,,,,,,,False
0121-1129,2215-2652,2357-5328,otras ingenierias tecnologias ingenieria tecnologia b,technology engineering general civil,6,4,,,,,,,False
2346-1780,2346-1780,2346-1780,otras humanidades c,arts humanities miscellaneous q2 philosophy theology history language,3,8,,,,,,,False
0120-0976,0120-0976,2538-9866,otras ciencias sociales c,library information sciences q3 social,4,5,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0120-3932,,2382-3860,negocios management economia ciencias sociales c,management economics education accounting social sciences economic theory demography as science,6,11,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0121-6805,,1909-7719,economia negocios ciencias sociales b facultad economicas investigacion reflexion,management economics education accounting social sciences economic theory demography as science,9,11,1828.49,EUR,1974.77,1.08,5196.76,observado,True
1794-2918,2590-8928,1794-2918,derecho ciencias sociales b,law q4 social sciences development legal science state art socio fields general comparative uniform jurisprudence,4,15,,,,,,,False
0120-2448,1657-0448,2248-6054,otras ciencias medicas salud c,dermatology q4 surgery medicine medica colombiana biomedical science human health translational clinical practice,5,13,300.0,EUR,324.0,1.08,852.63,observado,True
0120-9965,0120-9965,2357-3732,agricultura silvicultura pesca ciencias agricolas b,agricultural biological sciences miscellaneous q3 agronomy crop science forestry horticulture food technology wildlife veterinary animal production accounting finance with focus agribusiness climate change adaptation social industries land use labor special trades agriculture general,6,33,,,,,,,False
0121-182X,2735-6337,1909-7727,derecho ciencias sociales c universidad catolica santisima concepcion,legal sciences law jurisprudence history public private,8,7,,,,,,,False
0123-0425,1853-1326,2357-6286,educacion general incluye capacitacion pedagogia ciencias sociales c ciudad education teacher training didactics teaching special aspects theory practice,,18,0,,,,,,,False
0120-9957,1657-0448,2500-7440,gastroenterologia hepatologia medicina clinica ciencias medicas salud c,dermatology q4 surgery medicine,8,4,,,,,,,False
0120-100X,0123-5095,2145-8480,ingenieria quimica tecnologia c,philosophy q3 arts humanities ion multicultural education educational equity cross cultural theory practice,4,13,405.79,EUR,438.25,1.08,1153.29,observado,True
2011-2173,2011-2173,2422-3719,otras ciencias agricolas b colombiana horticolas,agricultural biological sciences miscellaneous q4 biochemistry genetics molecular biology horticulture,6,10,2000.0,EUR,2160.0,1.08,5684.21,observado,True
0120-0283,0120-0283,2145-8553,ciencias tierra medioambientales naturales b,earth planetary sciences miscellaneous q4 geologia geochemistry geohazards geological mapping stratigraphy palaeontology mineralogy science geology,5,15,300.0,EUR,324.0,1.08,852.63,observado,True
1900-2386,2624-8611,1900-2386,psicologia incluye relaciones hombre maquina ciencias sociales b,psychologia avances disciplina cognitive psychology educational social developmental clinical psychometrics measurement philosophy religion,8,13,1159.0,EUR,1251.72,1.08,3294.0,observado,True
0120-8462,2500-5375,2500-5375,otras humanidades c,,3,0,1828.24,EUR,1974.5,1.08,5196.05,observado,True
2145-3535,1847-7755,2422-3271,psicologia ciencias sociales b,informes psicologicos sic casopis za knjizevnost kulturu i knjizevno prevodjenje culture literature translation humanities social sciences language general,4,18,,,,,,,False
0120-789X,2673-4397,2027-0119,urologia nefrologia medicina clinica ciencias medicas salud c,neurology clinical q4 medicine urologia colombiana oncology translational endourology female urology neurourology lithiasis internal specialties diseases genitourinary system,8,18,1000.0,CHF,1130.0,1.13,2973.68,declarado,True
0120-4211,2797-0965,0120-4211,ciencias quimicas naturales c bistua facultad basicas,basica primary education elementary learning strategies islamic special aspects,7,9,2000.0,EUR,2160.0,1.08,5684.21,observado,True
1657-0790,1212-9097,2256-5760,linguistica idiomas literatura humanidades a1,profile pro fil internet philosophy psychology religion general,5,8,,,,,,,False
2539-3804,2539-3804,2539-3804,idiomas literatura humanidades c,language sciences linguistics teaching,4,4,1348.15,EUR,1456.0,1.08,3831.58,observado,True
2027-1174,1853-1326,2027-1182,educacion general incluye capacitacion pedagogia ciencias sociales b magis internacional investigacion education teacher training didactics teaching special aspects theory practice,,20,0,,,,,,,False
0123-2126,3005-5857,2011-2769,otras ingenierias tecnologias ingenieria tecnologia c,natural sciences social health mathematical logic information tecnology agriculture,6,9,,,,,,,False
1794-3841,1930-1693,2422-409X,ciencias sociales interdisciplinaria otras c,,5,0,,,,,,,False
0120-4645,2449-9471,2256-5078,negocios management economia ciencias sociales c,administracion public administration policy sector political science institutions general,6,9,,,,,,,False
1794-9998,2007-7149,2256-3067,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b diversitas perspectivas philosophy psychology religion,behavioral sciences clinical psychology occupational educational social psychosocial,18,8,242.0,EUR,261.36,1.08,687.79,observado,True
0120-8179,2539-4991,2539-4991,penal derecho ciencias sociales c nuevo foro,law criminal general comparative uniform jurisprudence procedure,7,7,,,,,,,False
0120-6230,2422-2844,0120-6230,otras ingenierias tecnologias ingenieria tecnologia c,engineering miscellaneous q4 facultad ingenieria universidad antioquia redin electronics telecommunications bioengineering electrical civil technology general,6,15,,,,,,,False
2011-7922,2011-2084,2011-7922,psicologia ciencias sociales b,psychology miscellaneous q3 psychological neuroscience behaviour psychiatry neurology mental health philosophy religion,4,12,2640.0,EUR,2851.2,1.08,7503.16,observado,True
0124-0099,,2619-4244,negocios management economia ciencias sociales c dictamen libre dentistry medicine,,10,0,,,,,,,False
2145-4426,2453-675X,2145-7778,ciencias sociales interdisciplinaria otras c,trilogia ciencia tecnologia sociedad scientific about technologies technology technics industry education,5,11,315.0,EUR,340.2,1.08,895.26,declarado,True
0121-5051,0121-5051,0121-5051,economia negocios ciencias sociales b innovar administrativas,accounting q4 marketing public administration sociology political science strategy management business social sciences finance organization commerce,7,16,2000.0,EUR,2160.0,1.08,5684.21,observado,True
0121-5612,0121-5612,1900-6004,ciencias politicas sociales a1,history q1 political science relations q3 sociology arts humanities social sciences right human rights environment,4,15,2140.37,EUR,2311.6,1.08,6083.16,observado,True
0122-0268,1909-0544,1909-0544,ciencias veterinarias agricolas b,veterinary medicine animal science zootechnology public health epidemiology,4,8,,,,,,,False
0124-5376,1657-0448,2539-200X,otras biologias ciencias biologicas naturales b,dermatology q4 surgery medicine biota colombiana artificial intelligence practical innovative uses iot networks smart objects cyber physical systems augmented reality virtual enabled devices science mathematics instruments machines electronic computers computer software technology general cybernetics,6,34,837.19,EUR,904.17,1.08,2379.39,observado,True
,2471-6839,2145-308X,ciencias educacion sociales c,panorama twentieth century art nineteenth african american contemporary modernism critical theory fine arts general history,4,15,,,,,,,False
0122-1701,2413-4155,2344-7214,otras ingenierias tecnologias ingenieria tecnologia b,scientia et technica sciences technology medicine engineering materials physics science,6,10,1139.73,EUR,1230.91,1.08,3239.24,observado,True
0120-8942,2673-2688,2027-5366,derecho ciencias sociales c,dikaion lo justo artificial intelligence machine learning robotics fuzzy logic neural networks science mathematics instruments machines electronic computers computer,4,19,682.0,EUR,736.56,1.08,1938.32,observado,True
1692-3561,2453-675X,1909-9959,otras ciencias agricolas b,biotecnologia sector agropecuario agroindustrial scientific about technologies technology technics industry education,4,11,2232.92,EUR,2411.55,1.08,6346.18,observado,True
0034-7426,2357-4100,0034-7426,matematica ciencias naturales c,mathematics miscellaneous q4 social science sociology anthropology political demography general sciences,4,11,2331.51,EUR,2518.03,1.08,6626.39,observado,True
2027-2448,2660-6070,2027-2448,otras ciencias sociales c,philosophy humanities political thought social sciences education,4,7,1828.24,EUR,1974.5,1.08,5196.05,observado,True
2011-3188,2215-969X,2215-969X,arquitectura urbanismo arte humanidades c,,5,0,2838.0,EUR,3065.04,1.08,8065.89,observado,True
0122-0667,2998-4971,2539-5203,medicina clinica ciencias medicas salud c,medica risaralda medicine biomedical science human health translational clinical practice,6,10,300.0,EUR,324.0,1.08,852.63,observado,True
1794-9831,2340-3144,2322-7028,enfermeria ciencias salud medicas c,history q4 political science relations arts humanities social sciences communication new media marketing public strategy branding language literature philology linguistics mass,5,21,,,,,,,False
0304-3584,2705-3822,2145-7166,ciencias biologicas naturales c,actualidades biologicas biological biotechnology cell molecular biology medical sciences medicine science general,4,12,2648.07,EUR,2859.92,1.08,7526.11,observado,True
1692-6013,0719-529X,2500-8692,otras ciencias sociales c,history q4 political science relations arts humanities social sciences epistemology chilhood gender child abuse sociology general,4,16,2443.03,EUR,2638.47,1.08,6943.34,observado,True
1900-6896,1657-0448,2590-9452,otras humanidades c,dermatology q4 surgery medicine colombiana bioetica biological biotechnology cell molecular biology medical sciences science general,3,15,30000.0,NGN,19.5,0.00065,51.32,declarado,True
0123-9015,2389-7708,2346-0199,oncologia medicina clinica ciencias medicas salud c,nephrology q4 medicine,7,3,2400.0,EUR,2592.0,1.08,6821.05,observado,True
2027-1786,2007-7149,2500-6517,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c iberoamericana ciencia tecnologia philosophy psychology religion,behavioral sciences clinical psychology occupational educational social psychosocial,19,8,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0120-1468,0719-6245,2665-3834,otras humanidades c,management economics marketing strategic business entrepreneur social sciences commerce,3,9,,,,,,,False
2027-2103,2682-4515,2027-2103,arte humanidades b,vivienda urbanismo architecture urbanism urban design landscape environmental planning regional development geography anthropology recreation human ecology anthropogeography settlements cities social sciences communities classes races groups city sociology urbanization country,3,29,661.3,EUR,714.2,1.08,1879.47,observado,True
2590-843X,1657-0448,2322-634X,salud ocupacional ciencias medicas c colombiana,dermatology q4 surgery medicine psychosociology work ocupational health ergonomics occupational environmental hygiene public aspects philosophy psychology religion,6,17,,,,,,,False
2346-3279,2711-0044,2346-3279,otras ciencias sociales c,management development economics finance accounting administration social sciences economic theory demography as science,4,13,,,,,,,False
2590-843X,1657-0448,2216-1201,otras ciencias sociales b colombiana,dermatology q4 surgery medicine social sciences general,5,7,2000.0,EUR,2160.0,1.08,5684.21,observado,True
,2256-1498,2256-1498,otras ciencias naturales c,natural science engineering biology chemistry marine general social sciences,4,9,,,,,,,False
2216-0973,2395-8979,2346-3414,ciencias salud medicas b cuidarte arte cuidado medicine nursing,health sciences nursing,9,3,,,,,,,False
0121-8697,0120-1867,2145-9355,derecho ciencias sociales c universidad catolica santisima concepcion,law q3 political science relations q4 social sciences legal jurisprudence history public private,8,13,,,,,,,False
1692-8563,2664-0856,2322-956X,negocios management economia ciencias sociales b,cuban public business administration management innovation quality enterprises economics social sciences commerce political science institutions general,6,16,,,,,,,False
0120-4688,2215-3659,2389-9387,filosofia otras humanidades c praxis filosofica philosophy bioethics latin american thinking psychology religion speculative general,,15,0,2380.0,EUR,2570.4,1.08,6764.21,observado,True
0120-5927,,0120-5927,ciencias educacion sociales b,how education english as foreign language teaching applied linguistics theory practice literature,4,12,1870.0,EUR,2019.6,1.08,5314.74,observado,True
1657-3412,2007-7149,2346-0253,psicologia ciencias sociales c hispanoamericanos philosophy psychology religion,behavioral sciences clinical psychology occupational educational social psychosocial,8,8,1828.24,EUR,1974.5,1.08,5196.05,observado,True
,2675-2271,2256-1536,ciencias educacion sociales b,,4,0,,,,,,,False
0124-7107,3005-5857,2389-7066,ciencias salud medicas b universidad,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine natural sciences social mathematical logic information tecnology agriculture,5,23,,,,,,,False
1657-320X,1648-9144,2339-3874,ciencias salud medicas c,archivos medicina experimental medicine clinical surgery oncology public health general,4,10,1448.6,EUR,1564.49,1.08,4117.08,observado,True
0121-7607,1981-4127,0121-7607,ciencias biologicas naturales c,social science education human sciences general works geography anthropology recreation environmental,4,11,,,,,,,False
2665-2056,2477-9024,2344-8636,medicina clinica ciencias medicas salud c ciencia innovacion,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine education business management innovation economy marketing general social sciences commerce,8,25,,,,,,,False
2723-4215,2776-9399,2665-5837,ciencias sociales interdisciplinaria otras b,conocimiento global security political economy ethics culture transnational issues science relations,5,11,1571.38,EUR,1697.09,1.08,4466.03,observado,True
1909-2458,0718-3305,2390-0504,otras ingenierias tecnologias ingenieria tecnologia c,technology mechanical engineering machinery general industrial management,6,7,,,,,,,False
2389-8186,2389-8194,2389-8194,economia negocios ciencias sociales c,social sciences commerce finance,5,4,2838.0,EUR,3065.04,1.08,8065.89,observado,True
2215-910X,2221-724X,2027-5692,negocios management economia ciencias sociales b suma current accounting financial statements economy administration,social sciences commerce business accounting bookkeeping,13,6,,,,,,,False
0120-4483,2665-1327,0120-4483,economia negocios ciencias sociales a2,political science relations q3 economics econometrics q4 finance social sciences economic policy macroeconomics economy financial development theory demography history conditions,5,20,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0120-6230,2215-2652,2422-2844,otras ingenierias tecnologias ingenieria tecnologia b,technology engineering general civil,6,4,,,,,,,False
0120-548X,1900-1649,0120-548X,zoologia ornitologia entomologia ciencias biologicas comportamiento naturales b,agricultural biological sciences miscellaneous q4 science biology general,8,8,2206.05,EUR,2382.53,1.08,6269.82,observado,True
0120-2510,2215-356X,0120-2510,antropologia sociologia ciencias sociales c,,5,0,,,,,,,False
0120-4661,2357-6448,0120-4661,historia arqueologia humanidades b espacio history general europe america latin spanish,history q4 political science relations arts humanities social sciences historiography human,11,11,1116.0,EUR,1205.28,1.08,3171.79,observado,True
0124-5376,2539-200X,0124-5376,ciencias biologicas naturales c,animal science zoology q3 ecology nature landscape conservation evolution behavior systematics q4 plant agricultural biological sciences environmental biology general,4,19,837.19,EUR,904.17,1.08,2379.39,observado,True
2027-8306,2215-7727,2027-8306,otras ciencias sociales b,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social design engineering innovation management educational industries land use labor industrial technological innovations automation,4,27,,,,,,,False
0370-3908,2382-4980,0370-3908,geologia ciencias tierra medioambientales naturales b academia colombiana exactas fisicas,neurology clinical q4 medicine physical sciences natural behavioural chemical mathematics biomedical science general,10,13,,,,,,,False
1657-5997,2027-5374,1657-5997,enfermeria ciencias salud medicas c,nurse assisting q2 critical care nursing q3 theory gerontology q4 aquichan infirmary medicine social sciences,5,15,,,,,,,False
1794-8932,2183-9468,1794-8932,educacion general incluye capacitacion pedagogia ciencias sociales c,sophia architecture city image art practice photography fine arts visual,8,10,1294.3,EUR,1397.84,1.08,3678.53,observado,True
1692-5858,2610-8046,1692-5858,medios comunicacion social periodismo comunicaciones ciencias sociales b encuentros humanas teoria pensamiento critico,human sciences critical thinking general works history scholarship learning humanities social,13,11,,,,,,,False
0120-100X,2145-8480,0120-100X,ingenieria procesos quimica tecnologia c,philosophy q3 arts humanities fuels biofuels engineering materials science chemical physics bioprocess green technologies chemistry,5,15,405.79,EUR,438.25,1.08,1153.29,observado,True
1909-5759,2259-924X,1909-5759,derecho ciencias sociales c,,4,0,,,,,,,False
2011-4532,2463-1469,2011-4532,sociologia ciencias sociales c,iberoamericana desarrollo humano social science work human development sciences general,4,10,1702.2,EUR,1838.38,1.08,4837.84,observado,True
0123-9015,2389-7708,0123-9015,oncologia medicina clinica ciencias medicas salud c,nephrology q4 medicine,7,3,2400.0,EUR,2592.0,1.08,6821.05,observado,True
2145-2628,2389-9484,2145-2628,otras ingenierias tecnologias ingenieria tecnologia c,history q4 political science relations arts humanities social sciences biodiversity sustainable development technological innovation industrial production processes technology engineering general civil,6,21,,,,,,,False
0120-3886,2390-0016,0120-3886,derecho ciencias sociales c facultad politicas,law q3 social sciences political general comparative uniform jurisprudence science,6,10,2443.03,EUR,2638.47,1.08,6943.34,observado,True
0123-1294,,0123-1294,educacion general incluye capacitacion pedagogia ciencias sociales b educadores education teaching learning administration theory practice,,15,0,,,,,,,False
1794-4449,2256-3938,1794-4449,otras ciencias naturales b,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine lasallista investigacion engagement impact engaged community general works,4,23,,,,,,,False
1909-0455,,1909-0455,ciencias medio ambiente tierra medioambientales naturales c,,7,0,,,,,,,False
0124-2121,2665-2420,0124-2121,educacion general incluye capacitacion pedagogia ciencias sociales b humanismo curriculum didactics gender pedagogy education,education general social sciences,14,4,2618.0,EUR,2827.44,1.08,7440.63,observado,True
0122-6339,2248-6798,0122-6339,estudios generales lenguaje idiomas literatura humanidades c enunciacion education pedagogy literature language technologies special aspects philology linguistics,,17,0,,,,,,,False
0122-9893,2346-2051,0122-9893,derecho ciencias sociales c estado,law q4 social sciences state constitutional public administrative political science general comparative uniform jurisprudence,5,14,,,,,,,False
0120-0283,2145-8553,0120-0283,ciencias tierra medioambientales naturales b geologia geology,science geology,7,2,300.0,EUR,324.0,1.08,852.63,observado,True
0366-5232,2357-3759,0366-5232,ciencias biologicas naturales b,agricultural biological sciences miscellaneous q3 science zoology botany,4,8,,,,,,,False
0122-8803,2322-6889,0122-8803,historia arqueologia humanidades c caribe history historiography costa rican central american latin general europe america spanish philosophy psychology religion doctrinal theology specific doctrines movements heresies schisms,history q4 political science relations arts humanities social sciences,26,9,1116.0,EUR,1205.28,1.08,3171.79,observado,True
1692-5777,2248-8391,1692-5777,ciencias educacion sociales b,gist education learning language bilingualism teaching special aspects literature philology linguistics,4,11,369.55,EUR,399.11,1.08,1050.29,observado,True
1657-8031,2665-3354,1657-8031,ciencias sociales interdisciplinaria otras b agora usb memory development pedagogy human rights,social sciences,12,2,,,,,,,False
0122-7483,2027-1352,0122-7483,matematicas aplicadas matematica ciencias naturales b,science general,6,2,1139.73,EUR,1230.91,1.08,3239.24,observado,True
2011-5474,,2011-5474,educacion general incluye capacitacion pedagogia ciencias sociales c,education special aspects science mathematics,8,5,1828.24,EUR,1974.5,1.08,5196.05,observado,True
1692-6013,2500-8692,1692-6013,otras ciencias sociales c,law q1 sociology political science social sciences socio legal,4,9,2443.03,EUR,2638.47,1.08,6943.34,observado,True
0122-5197,2340-3144,0122-5197,historia arqueologia humanidades b,communication new media marketing public relations strategy branding social sciences language literature philology linguistics mass,4,15,1996.61,EUR,2156.34,1.08,5674.58,observado,True
0123-3033,2215-2652,0123-3033,otras ingenierias tecnologias ingenieria tecnologia c,technology engineering general civil,6,4,,,,,,,False
0121-7577,2462-8425,0121-7577,salud publica ciencias medicas b hacia promocion,health professions miscellaneous q3 community home care q4 policy social science public environmental occupational medicine nursing sciences healthy life styles policies marketing services orientation aspects,7,25,,,,,,,False
0121-5167,2462-8433,0121-5167,ciencias politicas sociales b estudios politicos,political science social sciences,6,4,,,,,,,False
0124-0579,0120-1867,0124-0579,derecho ciencias sociales b,law q3 political science relations q4 social sciences society socio legal thinking general comparative uniform jurisprudence,4,16,1618.67,EUR,1748.16,1.08,4600.42,observado,True
0120-2448,1657-0448,0120-2448,otras ciencias medicas salud b,dermatology q4 surgery medicine medica colombiana biomedical science human health translational clinical practice,5,13,300.0,EUR,324.0,1.08,852.63,observado,True
1794-7154,2382-3240,1794-7154,derecho ciencias sociales b,business economy law society education culture social sciences general works history scholarship learning humanities,4,14,,,,,,,False
0122-7238,2256-5248,0122-7238,otras historias humanidades b historia educacion latinoamericana education history special aspects,,11,0,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0120-789X,2027-0119,0120-789X,otros temas medicina clinica ciencias medicas salud c,neurology clinical q4 medicine,8,4,,,,,,,False
0124-0099,,0124-0099,economia negocios ciencias sociales c dictamen libre,administrative fundamentals financial environmental management technology public social sciences commerce economic theory demography economics as science,7,16,,,,,,,False
1692-2530,2248-4078,1692-2530,derecho ciencias sociales c,private law public policy general comparative uniform jurisprudence,4,8,3345.32,EUR,3612.95,1.08,9507.76,observado,True
0121-2494,2500-6436,0121-2494,educacion general incluye capacitacion pedagogia ciencias sociales c saberes pedagogy pedagogical knowledge teaching education,,14,0,,,,,,,False
0124-2059,2215-7727,0124-2059,enfermeria ciencias salud medicas c investigacion imagen desarrollo,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social antropology archaeology history andean culture region anthropology recreation auxiliary,8,23,,,,,,,False
1794-7111,2462-8115,1794-7111,arte humanidades a1,visual arts performing q1 humanities,3,5,,,,,,,False
1657-4702,2462-859X,1657-4702,filosofia otras humanidades b,,4,0,2492.33,EUR,2691.72,1.08,7083.47,observado,True
1794-8290,2390-0644,1794-8290,teoria literaria idiomas literatura humanidades c,,6,0,,,,,,,False
1692-715X,2027-7679,1692-715X,sociologia ciencias sociales b latinoamericana ninez juventud,social sciences general,7,3,1828.24,EUR,1974.5,1.08,5196.05,observado,True
0120-3347,2145-4604,0120-3347,otros temas medicina clinica ciencias medicas salud b,anesthesiology pain medicine q4 critical care intensive colombiana anestesiologia logi scientific transport logistics warehousing handling vehicle sustainability technology engineering general civil transportation,8,22,150.0,EUR,162.0,1.08,426.32,declarado,True
2011-0324,2665-4814,2011-0324,derecho ciencias sociales b,sociology social sciences anthropology political science psychology literature,4,8,990.0,EUR,1069.2,1.08,2813.68,observado,True
0034-7418,1909-6356,0034-7418,farmacologia farmacia medicina basica ciencias medicas salud c colombiana quimico farmaceuticas colombia,pharmacology medical q4 toxicology pharmaceutics miscellaneous medicine health sciences public nursing environmental education,12,13,2000.0,EUR,2160.0,1.08,5684.21,observado,True
1657-7027,0719-5338,1657-7027,salud publica ciencias medicas c gerencia politicas,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine political science relations sociology latin america policy economy general,7,24,2443.03,EUR,2638.47,1.08,6943.34,observado,True
2248-6046,2011-7663,2248-6046,economia negocios ciencias sociales b,accounting q4 economics econometrics finance marketing strategy management business economic policy history public theory social sciences demography as science,5,19,1828.49,EUR,1974.77,1.08,5196.76,observado,True
1657-320X,1648-9144,1657-320X,ciencias salud medicas c,archivos medicina experimental medicine clinical surgery oncology public health general,4,10,1448.6,EUR,1564.49,1.08,4117.08,observado,True
0120-5307,2216-0280,0120-5307,enfermeria ciencias salud medicas b,,5,0,,,,,,,False
0121-5469,2344-8644,0121-5469,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b colombiana philosophy psychology religion,dermatology q4 surgery medicine behavioral sciences clinical psychology occupational educational social psychosocial,17,12,,,,,,,False
0120-1468,2665-3834,0120-1468,otras humanidades c franciscanum ciencias espiritu,,6,0,,,,,,,False
0120-159X,2256-5485,0120-159X,temas especiales estudios genero sociales familia sociologia ciencias c,arts humanities miscellaneous q3 social sciences q4 epistemology chilhood gender child abuse sociology general,9,14,2505.83,EUR,2706.3,1.08,7121.84,observado,True
1692-0279,2256-4322,1692-0279,negocios management economia ciencias sociales b,social sciences commerce business,6,4,1932.16,EUR,2086.73,1.08,5491.39,observado,True
