issn_print,issn_electronic,issn_linking,titulo,anio_clasificacion,categoria_publindex,pais,region,departamento,municipio,codigo_dane,especialidad,area_conocimiento,gran_area,institucion_editora_1,tipo_institucion_1,institucion_editora_2,institucion_editora_3,id_revista_publindex,issn_normalizado,titulo_normalizado,pais_iso,categoria_publindex_ord,_fecha_captura,_version_proceso,_estado_calidad,_hash_registro,rank,sourceid,tipo_publicacion,titulo_normalizado_scimago_dup,editorial,open_access,oa_diamond,sjr_score,cuartil_sjr,cuartil_sjr_ord,h_index,total_docs,total_docs_3y,total_refs,total_citas_3y,docs_citables_3y,citas_por_doc_2y,refs_por_doc,pct_female,overton,cobertura,categorias,areas,url_revista,url,When did the journal start to publish all content using an open license?,titulo_alternativo,issn_impreso,issn_electronico,palabras_clave,idiomas,pais_editorial,Other organisation,Country of other organisation,licencia,atributos_licencia,URL for license terms,cc_legible_maquina,autor_retiene_copyright,Copyright information URL,tipo_revision,Review process information URL,politica_plagio,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,semanas_submission_publicacion,tiene_apc,APC information URL,apc_amount_raw,politica_exencion,Waiver policy information URL,tiene_otros_cobros,Other fees information URL,servicios_preservacion,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,identificadores_persistentes,cumple_oa,Continues,Continued By,codigos_lcc,subscribe_to_open,Mirror Journal,Open Journals Collective,materias,fecha_incorporacion,fecha_actualizacion,Last Full Review Date,num_articulos,fecha_ultimo_articulo,titulo_normalizado_doaj_dup,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_conversion_estado,apc_monto_ppp_usd,apc_monto,apc_moneda,apc_tipo,titulo_normalizado_facts_dup,is_hybrid,titulo_normalizado_openapc_dup,_fuentes,concentracion_editorial,apc_es_outlier,apc_imputado,apc_metodo_imputacion,exencion_apc_lmic,revision_abierta,indexada_doaj,es_colombiana,brecha_publindex_sjr,contraste_publindex_cuartil,semanas_pub,editorial_rapida,ratio_citas_docs,indice_calidad_costo,apc_monto_usd_zscore,sjr_score_zscore,h_index_zscore,semanas_pub_zscore,apc_monto_usd_minmax,sjr_score_minmax,h_index_minmax,semanas_pub_minmax
1657-8031,,2665-3354,El Ágora Usb,2022,B,Colombia,Eje Cafetero,Antioquia,Medellín,05001,"Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DE SAN BUENAVENTURA,IES,,,510,2665-3354,agora usb,CO,2,2026-09-13,1.0.0,consolidado,c21cc913dd099103,,,,,Universidade de Santa Cruz do Sul,,False,,,0,,,,,,,,,,,,,,https://online.unisc.br/seer/index.php/agora/index,https://doaj.org/toc/a1471de2624c4b0684aa344636c24537,2007,Ágora: Revista de História e Geografia,1414-0454,1982-6737,"history, geography","Spanish, Portuguese",Brazil,Universidade de Santa Cruz do Sul,Brazil,CC BY,,https://online.unisc.br/seer/index.php/agora/about/submissions,,True,https://online.unisc.br/seer/index.php/agora/about/submissions,Peer review,https://online.unisc.br/seer/index.php/agora/about,True,https://online.unisc.br/seer/index.php/agora/about,https://online.unisc.br/seer/index.php/agora/about/editorialTeam,https://online.unisc.br/seer/index.php/agora/about/submissions,4,False,https://online.unisc.br/seer/index.php/agora/about,,True,https://online.unisc.br/seer/index.php/agora/about,False,,Cariniana,,https://online.unisc.br/seer/index.php/agora/about,,,DOI,True,,,C|D1-2009|G1-922,False,No,No,Auxiliary sciences of history | History (General) and history of Europe: History (General) | Geography. Anthropology. Recreation: Geography (General),2021-12-18T14:21:33Z,2022-12-15T14:41:36Z,2022-12-15,276,2026-06-15T16:58:58Z,,,,870.41,,sin_monto,2290.55,,,imputado,,,,"['doaj', 'publindex']",0.002207505518763797,False,True,regresion_condicional,True,False,True,True,2,,4,True,,0.1533,-0.5819,,,-1.2954,0.1532,,,0.0
0124-0579,0120-1867,2145-4531,Estudios Socio-Jurídicos,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Derecho,Ciencias Sociales,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,IES,,,297,2145-4531,estudios socio juridicos,CO,1,2026-09-13,1.0.0,consolidado,561f5bf8cc3f58b3,88,21101121920,journal,,Universidad de Antioquia,True,True,0.158,Q3,2,4,13,52,576,12,50,0.26,44.31,0.3125,0,2019-2025,Law (Q3); Political Science and International Relations (Q4),Social Sciences,https://revistas.ucr.ac.cr/index.php/restudios/index,https://doaj.org/toc/337ce7a534424bcaa31328ba03552dea,2012,,1659-1925,1659-3316,"education, history, communication, art","Spanish, Italian, French, English",Costa Rica,,,CC BY-NC-ND,,https://revistas.ucr.ac.cr/index.php/restudios/openaccess,,True,https://revistas.ucr.ac.cr/index.php/restudios/openaccess,Double anonymous peer review,https://revistas.ucr.ac.cr/index.php/restudios/peer-review-process,False,https://revistas.ucr.ac.cr/index.php/restudios/about,https://revistas.ucr.ac.cr/index.php/restudios/about/editorialTeam,https://revistas.ucr.ac.cr/index.php/restudios/about/submissions,20,False,https://revistas.ucr.ac.cr/index.php/restudios/about,,False,,False,,,,,,,,True,,,H,False,No,No,Social Sciences,2017-05-02T18:20:18Z,2025-09-01T06:36:39Z,2025-09-01,0,,,1618.67,EUR,1748.16,1.08,sin_monto,4600.42,1618.67,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.06181015452538632,False,False,,True,False,True,True,-1,0.5,20,False,0.23076923076923078,0.1501,0.4754,-0.0472,-0.5873,0.0613,0.3107,0.0713,0.05,0.186
1794-8886,,1794-8886,Memorias,2022,C,Colombia,Caribe,Atlántico,Barranquilla,08001,Otras Ciencias Sociales,Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,IES,,,654,1794-8886,memorias,CO,1,2026-09-13,1.0.0,consolidado,467962404859c3ee,124,21100371223,journal,memorias,Universidad del Norte,True,True,0.135,Q2,3,6,18,77,919,18,70,0.24,51.06,0.5161,0,"2009, 2014-2025",History (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3),Arts and Humanities; Social Sciences,http://revistascientificas.una.py/index.php/RIIC/index,https://doaj.org/toc/8c15f0ac4e01415e88536c9120fe7cfb,2005,,1817-4620,1812-9528,"medicine, health sciences, public health, infectious diseases",Spanish,Paraguay,"Universidad de Asunción, Instituto de Investigaciones en Ciencias de la Salud",,CC BY,,http://revistascientificas.una.py/index.php/RIIC/index,,False,http://scielo.iics.una.py/revistas/iics/esubscrp.htm,Peer review,http://revistascientificas.una.py/index.php/RIIC/about/editorialPolicies#peerReviewProcess,False,http://revistascientificas.una.py/index.php/RIIC/about/editorialPolicies#focusAndScope,http://revistascientificas.una.py/index.php/RIIC/about/editorialTeam,http://revistascientificas.una.py/index.php/RIIC/about/submissions#authorGuidelines,16,False,http://revistascientificas.una.py/index.php/RIIC/about/editorialPolicies#openAccessPolicy,,False,,False,,,,,,,,True,,,R5-920,False,No,No,Medicine: Medicine (General),2012-06-05T08:43:57Z,2021-02-23T18:43:15Z,2021-02-23,388,2024-09-12T03:30:54Z,,,,851.29,,sin_monto,2240.24,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.0033112582781456954,False,True,regresion_condicional,True,False,True,True,-2,0.3333333333333333,16,False,0.23376623376623376,0.2098,-0.605,-0.3425,-0.3052,-0.2778,0.1498,0.043,0.1,0.1395
0121-3814,,2323-0126,"Tea Tecné, Episteme Y Didaxis",2022,B,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA NACIONAL,IES,,,369,2323-0126,tea tecne episteme didaxis,CO,2,2026-09-13,1.0.0,consolidado,08ad58c0c9043e98,,,,,Necmettin Erbakan University Press,,False,,,0,,,,,,,,,,,,,,https://dergipark.org.tr/en/pub/istem,https://doaj.org/toc/3082cd8865dc4822b26262032241a129,2020,,1304-0618,2602-408X,"islamic culture studies, islamic archaeology, islamic history, islamic art, turkish-islamic literature, turkish-islamic music","English, Turkish",Türkiye,,,CC BY-NC,,https://dergipark.org.tr/en/pub/istem/page/14881,True,True,https://dergipark.org.tr/en/pub/istem/page/14881,Double anonymous peer review,https://dergipark.org.tr/en/pub/istem/page/9540,True,https://dergipark.org.tr/en/pub/istem/aim-and-scope,https://dergipark.org.tr/en/pub/istem/board,https://dergipark.org.tr/en/pub/istem/writing-rules,16,False,https://dergipark.org.tr/en/pub/istem/price-policy,,False,,False,,,,,Publisher’s own site,https://dergipark.org.tr/en/pub/istem/page/9537,DOI,True,,,NX440-632,False,No,No,Fine Arts: Arts in general: History of the arts,2023-12-05T08:56:54Z,2023-12-05T08:56:54Z,2023-12-05,569,2024-07-17T05:57:09Z,,2972.0,EUR,3209.76,1.08,sin_monto,8446.74,3289.98,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex']",0.0033112582781456954,False,False,,True,False,True,True,2,,16,False,,0.0582,2.2361,,,-0.2778,0.5729,,,0.1395
0120-1751,1657-0448,2389-8976,Revista Colombiana De Estadística,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Matemática,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,IES,,,240,2389-8976,colombiana estadistica,CO,1,2026-09-13,1.0.0,consolidado,18a3da3069a974b1,163,21101259010,journal,,Universidad Nacional de Córdoba,True,True,0.105,Q4,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,0,2020-2026,Dermatology (Q4); Surgery (Q4),Medicine,https://revistas.unc.edu.ar/index.php/REyE/index,https://doaj.org/toc/dd0b436ef9cd4de8b19b1d707bd90fa7,2015,,0034-8066,2451-7321,"economics, statistics, economic development, economic policy, human development, latin america","Spanish, English, Portuguese",Argentina,"Universidad Nacional de Córdoba, Facultad de Ciencias Económicas, Instituto de Economía y Finanzas",,CC BY-NC-ND,,https://revistas.unc.edu.ar/index.php/REyE/about#h_4128555545091582333605661,True,False,https://revistas.unc.edu.ar/index.php/REyE/about#h_9351390854841582333597484,Double anonymous peer review,https://revistas.unc.edu.ar/index.php/REyE/about#h_7211985024311582333581357,True,https://revistas.unc.edu.ar/index.php/REyE/about#h_62755114121582331863342,https://revistas.unc.edu.ar/index.php/REyE/about/editorialTeam,https://revistas.unc.edu.ar/index.php/REyE/about/submissions,36,False,https://revistas.unc.edu.ar/index.php/REyE/about#h_4128555545091582333605661,,False,,False,,,,,,,,True,,,HB71-74|HA1-4737,False,No,No,Social Sciences: Economic theory. Demography: Economics as a science | Social Sciences: Statistics,2021-03-03T14:44:49Z,2021-03-03T14:44:49Z,2021-03-03,200,2025-12-23T17:11:08Z,,,,1133.13,,sin_monto,2981.92,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.0011037527593818985,False,True,regresion_condicional,True,False,True,True,0,1.0,36,False,0.04065040650406504,0.136,-0.2654,-0.7278,-0.8695,1.4181,0.2004,0.0061,0.0,0.3721
1909-8367,,2539-4169,Entre Ciencia E Ingenieria,2022,C,Colombia,Eje Cafetero,Risaralda,Pereira,66001,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD CATOLICA DE PEREIRA,IES,,,985,2539-4169,entre ciencia ingenieria,CO,1,2026-09-13,1.0.0,consolidado,9850ea7e70a6e13b,,,,,Universidad de La Guajira,,False,,,0,,,,,,,,,,,,,,https://revistas.uniguajira.edu.co/rev/index.php/cei,https://doaj.org/toc/a505730ad0044a29bab0fcd095c82aa1,2014,,,2389-9484,"biodiversity, sustainable development, technological innovation, industrial production, industrial processes","English, Spanish",Colombia,,,CC BY-NC-ND,,https://revistas.uniguajira.edu.co/rev/index.php/cei/licencia,True,False,https://revistas.uniguajira.edu.co/rev/index.php/cei/licencia,Double anonymous peer review,https://revistas.uniguajira.edu.co/rev/index.php/cei/revisionporpares,True,https://revistas.uniguajira.edu.co/rev/index.php/cei/enfoqueyalcance,https://revistas.uniguajira.edu.co/rev/index.php/cei/about/editorialTeam,https://revistas.uniguajira.edu.co/rev/index.php/cei/directrices,26,False,https://revistas.uniguajira.edu.co/rev/index.php/cei/sintarifas,,False,,False,,,,,Aura,https://aura.amelica.org/detalle-revista.html?cveRevista=2026,"DOI, ARK",True,,,TA1-2040,False,No,No,Technology: Engineering (General). Civil engineering (General),2025-12-03T07:39:21Z,2025-12-03T07:39:21Z,2025-12-03,171,2026-04-03T20:01:30Z,,,,1003.07,,sin_monto,2639.66,,,imputado,,,,"['doaj', 'publindex']",0.0011037527593818985,False,True,regresion_condicional,True,False,True,True,1,,26,False,,0.1403,-0.4221,,,0.5701,0.177,,,0.2558
1657-6527,1657-6527,2145-8502,"Fuentes, El Reventón Energético",2022,C,Colombia,Centro Oriente,Santander,Bucaramanga,68001,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD INDUSTRIAL DE SANTANDER,IES,,,930,2145-8502,fuentes reventon energetico,CO,1,2026-09-13,1.0.0,consolidado,88556167c04c7a96,119,21100934789,journal,fuentes reventon energetico,Universidad Industrial de Santander,True,True,0.14,Q4,1,6,7,49,249,17,44,0.41,35.57,0.1818,0,2019-2025,Energy (miscellaneous) (Q4); Physical and Theoretical Chemistry (Q4),Chemistry; Energy,https://revistascientificas.us.es/index.php/fuentes/index,https://doaj.org/toc/805d274081b94542ac4d79b2e4d9e26a,1998,,,2172-7775,"education, higher education, gender, student engagement, diversity, quality management","Spanish, English",Spain,Universidad de Sevilla,Spain,CC BY-NC-SA,,https://revistascientificas.us.es/index.php/fuentes/politica-acceso-abierto,True,True,https://revistascientificas.us.es/index.php/fuentes/politica-acceso-abierto,Double anonymous peer review,https://revistascientificas.us.es/index.php/fuentes/proceso-evaluacion-por-pares,True,https://revistascientificas.us.es/index.php/fuentes/enfoque-y-alcance,https://revistascientificas.us.es/index.php/fuentes/about/editorialTeam,https://revistascientificas.us.es/index.php/fuentes/autores,45,False,https://revistascientificas.us.es/index.php/fuentes/politica-de-tasas,,False,,False,,,,,Dulcinea,https://www.accesoabierto.net/dulcinea/ficha2819,DOI,True,,,L,False,No,No,Education,2021-10-08T13:50:18Z,2021-10-08T13:50:18Z,2021-10-08,0,,,,,1024.33,,sin_monto,2695.61,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.006622516556291391,False,True,regresion_condicional,True,False,True,True,0,1.0,45,False,0.3469387755102041,0.1938,-0.3965,-0.2783,-0.3052,2.1812,0.1809,0.0491,0.1,0.4767
0122-7483,0122-7483,2027-1352,Universitas Scientiarum,2022,B,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Matemática,Ciencias Naturales,PONTIFICIA UNIVERSIDAD JAVERIANA,IES,,,31,2027-1352,universitas scientiarum,CO,2,2026-09-13,1.0.0,consolidado,47fc4b39d57e4557,45,19700166903,journal,universitas scientiarum,Pontificia Universidad Javeriana,True,False,0.205,Q3,2,17,39,45,607,41,45,1.0,15.56,0.42200000000000004,0,2009-2025,Multidisciplinary (Q3),Multidisciplinary,https://www.mdpi.com/journal/sci,https://doaj.org/toc/c0aeec796ad246819d41b091d7a3ac28,2020,,,2413-4155,"sciences, technology, medicine, engineering, materials, physics",English,Switzerland,,,CC BY,,https://www.mdpi.com/journal/sci/about,True,True,http://www.mdpi.com/about/openaccess,Open peer review,https://www.mdpi.com/journal/sci/instructions#editorial_procedure,True,https://www.mdpi.com/journal/sci/about,https://www.mdpi.com/journal/sci/editors,https://www.mdpi.com/journal/sci/instructions,11,True,https://www.mdpi.com/journal/sci/apc,1200 CHF,True,https://www.mdpi.com/apc,False,https://www.mdpi.com/journal/sci/apc,CLOCKSS,Swiss National Library,https://portal.issn.org/resource/ISSN/2413-4155#,Open Policy Finder,,DOI,True,,,Q,False,No,No,Science,2020-09-14T16:33:21Z,2023-05-02T09:03:15Z,2023-05-02,607,2026-07-27T13:54:08Z,,1139.73,EUR,1230.91,1.08,convertida,3239.24,1200.0,CHF,observado,,False,,"['doaj', 'facts', 'openapc', 'publindex', 'scimago']",0.033112582781456956,False,False,,True,True,True,True,0,1.0,11,True,0.9111111111111111,0.251,-0.1477,0.5564,1.2467,-0.7018,0.2179,0.129,0.375,0.0814
2145-6054,,2256-2796,Revista Jurídica Mario Alario D´ Filippo,2022,C,Colombia,Caribe,Bolívar,Cartagena de Indias,13001,No registra,Derecho,Ciencias Sociales,UNIVERSIDAD DE CARTAGENA,IES,,,853,2256-2796,juridica mario alario d filippo,CO,1,2026-09-13,1.0.0,consolidado,6208d82d57e0fd83,,,,,Universidad de Cartagena,,False,,,0,,,,,,,,,,,,,,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo,https://doaj.org/toc/d156cfcbb0c547428369261014402da8,2009,Revista Mario Alario D'filippo,2145-6054,2256-2796,"legal systems, legal institutions, general theory of law, social security, labor law, criminal law",Spanish,Colombia,Universidad de Cartagena,,CC BY-NC,,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/index,,False,,Double anonymous peer review,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,True,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/equipo-editorial,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/reglamento,20,False,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,,False,,False,https://revistas.unicartagena.edu.co/index.php/marioalariodfilippo/pages/view/politicas-editoriales,,,,,,,True,,,K1-7720,False,No,No,Law: Law in general. Comparative and uniform law. Jurisprudence,2019-05-10T23:36:54Z,2019-08-30T10:04:29Z,2019-08-30,472,2026-05-22T01:36:48Z,,1303.34,EUR,1407.61,1.08,sin_monto,3704.24,1630.43,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex']",0.0033112582781456954,False,False,,True,False,True,True,1,,20,False,,0.1114,0.0652,,,0.0613,0.2496,,,0.186
0120-4807,,,Universitas Humanística,2022,B,No disponible,No disponible,No disponible,No disponible,,No registra,Sociología,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,IES,,,448,0120-4807,universitas humanistica,CO,2,2026-09-13,1.0.0,consolidado,f07022bf9f3df292,,,,,Pontificia Universidad Javeriana,,False,,,0,,,,,,,,,,,,,,http://revistas.javeriana.edu.co/index.php/univhumanistica/index,https://doaj.org/toc/6f843b032b7e4275bfd3c560964def46,1971,,0120-4807,2011-2734,"ethnography, situated knowledge, global south, critical perspectives","Spanish, Portuguese, English",Colombia,"Pontificia Universidad Javeriana, Facultad de Ciencias Sociales",,CC BY,,http://revistas.javeriana.edu.co/index.php/univhumanistica/about/submissions#copyrightNotice,True,True,http://revistas.javeriana.edu.co/index.php/univhumanistica/about/submissions#copyrightNotice,Double anonymous peer review,http://revistas.javeriana.edu.co/index.php/univhumanistica/about/editorialPolicies#peerReviewProcess,False,http://revistas.javeriana.edu.co/index.php/univhumanistica/about/editorialPolicies#focusAndScope,http://revistas.javeriana.edu.co/index.php/univhumanistica/about/displayMembership/67,http://revistas.javeriana.edu.co/index.php/univhumanistica/about/submissions#authorGuidelines,16,False,http://revistas.javeriana.edu.co/index.php/univhumanistica/about/editorialPolicies#openAccessPolicy,,False,,False,,,,,Open Policy Finder,,,True,,,GN1-890|HM401-1281,False,No,No,Geography. Anthropology. Recreation: Anthropology | Social Sciences: Sociology (General),2007-05-09T12:41:34Z,2022-08-17T18:13:37Z,2022-08-17,250,2015-03-12T02:09:28Z,universitas humanistica,2618.0,EUR,2827.44,1.08,sin_monto,7440.63,1872.1,EUR,observado,,True,,"['doaj', 'facts', 'openapc', 'publindex']",0.033112582781456956,False,False,,True,False,True,True,2,,16,False,,0.0647,1.7755,,,-0.2778,0.5043,,,0.1395
0120-2804,1657-0448,2357-3791,Revista Colombiana De Química,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Ciencias Químicas,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,IES,,,241,2357-3791,colombiana quimica,CO,1,2026-09-13,1.0.0,consolidado,b9ed29ba6116326a,163,21101259010,journal,,Pontificia Universidad Católica del Perú,True,True,0.105,Q4,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,0,2020-2026,Dermatology (Q4); Surgery (Q4),Medicine,https://revistas.pucp.edu.pe/index.php/quimica,https://doaj.org/toc/51b982f07c014b159373a6f99574242f,2012,,1012-3946,2518-2803,"chemistry, analytical chemistry, inorganic chemistry, organic chemistry, physical chemistry, biochemistry",Spanish,Peru,,,CC BY,,https://revistas.pucp.edu.pe/index.php/quimica/oa,True,True,https://revistas.pucp.edu.pe/index.php/quimica/oa,Anonymous peer review,https://revistas.pucp.edu.pe/index.php/quimica/normas_evaluacion,False,https://revistas.pucp.edu.pe/index.php/quimica/about,https://revistas.pucp.edu.pe/index.php/quimica/about/editorialTeam,https://revistas.pucp.edu.pe/index.php/quimica/normas_autores,12,False,https://revistas.pucp.edu.pe/index.php/quimica/oa,,False,,False,,,,,,,,True,,,QD1-999,False,No,No,Science: Chemistry,2022-01-22T13:38:30Z,2022-02-08T15:35:29Z,2022-02-08,607,2026-07-19T01:51:18Z,,,,1133.49,,sin_monto,2982.87,,,imputado,,,,"['doaj', 'publindex', 'scimago']",0.002207505518763797,False,True,regresion_condicional,True,False,True,True,0,1.0,12,True,0.04065040650406504,0.136,-0.265,-0.7278,-0.8695,-0.617,0.2004,0.0061,0.0,0.093
0122-6339,,2248-6798,Enunciación,2022,C,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,IES,,,294,2248-6798,enunciacion,CO,1,2026-09-13,1.0.0,consolidado,2b199261ab5e7c5a,,,,,,,False,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.38,,,1698.37,,,imputado,,,,['publindex'],0.04194260485651214,False,True,regresion_condicional,True,False,False,True,1,,,,,0.182,-0.853,,,,0.1129,,,
0012-7353,,2346-2183,Dyna,2022,C,Colombia,Eje Cafetero,Antioquia,Medellín,05001,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD NACIONAL DE COLOMBIA,IES,,,210,2346-2183,dyna,CO,1,2026-09-13,1.0.0,consolidado,58028045db5472c6,,,,,"Research Centre for Tourism, Sustainability and Well-being - CinTurs; University of Algarve",,False,,,0,,,,,,,,,,,,,,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/index,https://doaj.org/toc/63479ac092dc489e8f79e259b0e12f18,2013,,,2183-1912,"innovation, social sciences, well-being, tourism, sustainability",English,Portugal,University of Algarve,Portugal,CC BY-NC-ND,,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/index,,False,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/navigationMenu/view/principles-of-transparency,Double anonymous peer review,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/navigationMenu/view/peer-review,False,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/navigationMenu/view/aims-and-scope,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/about/editorialTeam,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/about/submissions,12,False,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/navigationMenu/view/open-access-policy,,False,,False,,,,,,,DOI,True,,2795-5044,H1-99,False,No,No,Social Sciences: Social sciences (General),2015-09-22T16:40:48Z,2025-02-13T13:32:39Z,2025-02-13,198,2022-01-05T13:13:42Z,,1657.98,EUR,1790.62,1.08,sin_monto,4712.16,1630.43,EUR,observado,,False,,"['doaj', 'facts', 'openapc', 'publindex']",0.0011037527593818985,False,False,,True,False,True,True,1,,12,True,,0.0933,0.5266,,,-0.617,0.3183,,,0.093
0120-4157,,2590-7379,Biomédica,2022,B,Colombia,Distrito Capital,"Bogotá, D. C.","Bogotá, D.C.",11001,No registra,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,INSTITUTO NACIONAL DE SALUD,Centros,,,285,2590-7379,biomedica,CO,2,2026-09-13,1.0.0,consolidado,848d67f8c18039f0,,,,,Discover STM Publishing Ltd,,False,,,0,,,,,,,,,,,,,,https://biomedicapk.com/,https://doaj.org/toc/23fb9f03ae7f4b9fa641ba542ffb3db4,2021,,1992-4852,2710-3471,"medicine, endocrinology, public health, radiology, pediatrics",English,Ireland,"University of Health Sciences, Lahore",Pakistan,CC BY,,https://biomedicapk.com/pages/license_information,True,True,https://biomedicapk.com/pages/copyright_information,Double anonymous peer review,https://biomedicapk.com/pages/peer_review_policy,True,https://biomedicapk.com/pages/aims_and_scope,https://biomedicapk.com/pages/editorial_board,https://biomedicapk.com/pages/guide_for_authors,6,True,https://biomedicapk.com/pages/guide_for_authors,145 USD,False,,True,https://biomedicapk.com/pages/guide_for_authors,,,,,,DOI,True,,,R|QH301-705.5,False,No,No,Medicine | Science: Biology (General),2023-11-12T11:06:42Z,2023-11-12T11:06:42Z,2023-11-12,270,2023-11-20T09:54:13Z,,1549.04,EUR,1672.96,1.08,convertida,4402.53,145.0,USD,observado,,False,,"['doaj', 'facts', 'openapc', 'publindex']",0.0011037527593818985,False,False,,True,False,True,True,2,,6,True,,0.0982,0.3848,,,-1.1258,0.2972,,,0.0233
